NAME,STATE,COUNTY,x,y
Blacksburg,VA,Montgomery County,-80.414,37.23
Le Grand,CA,Merced County,-120.25,37.228
Petersburg,VA,Petersburg City,-77.401,37.228
Claremont,VA,Surry County,-76.964,37.228
Los Gatos,CA,Santa Clara County,-121.977,37.227
Bayfield,CO,La Plata County,-107.599,37.226
Morgantown,KY,Butler County,-86.684,37.226
Avawam,KY,Perry County,-83.275,37.225
Independence,KS,Montgomery County,-95.709,37.224
Colson,KY,Letcher County,-82.856,37.224
Stippville,KS,Cherokee County,-94.838,37.222
Lawton,KS,Cherokee County,-94.637,37.222
Thebes,IL,Alexander County,-89.461,37.221
Birdsville,KY,Livingston County,-88.448,37.221
Prince George,VA,Prince George County,-77.287,37.221
Illmo,MO,Scott County,-89.509,37.22
Frances,KY,Crittenden County,-88.141,37.22
Gem Village,CO,La Plata County,-107.639,37.219
Chimney Rock,CO,Archuleta County,-107.333,37.219
Elrod,KY,Pulaski County,-84.469,37.219
Raymond,CA,Madera County,-119.907,37.217
Boncarbo,CO,Las Animas County,-104.696,37.217
McCoy,VA,Montgomery County,-80.597,37.217
Elliston,VA,Montgomery County,-80.232,37.217
Aneth,UT,San Juan County,-109.188,37.216
Vicco,KY,Perry County,-83.061,37.216
Miller,MO,Lawrence County,-93.84,37.215
Springfield,MO,Greene County,-93.299,37.215
Rochester,KY,Butler County,-86.893,37.212
Tiptop,VA,Tazewell County,-81.434,37.211
Fredonia,KY,Caldwell County,-88.057,37.208
McRoberts,KY,Letcher County,-82.671,37.208
Jamestown,VA,James City County,-76.774,37.208
Joppa,IL,Massac County,-88.845,37.207
La Verkin,UT,Washington County,-113.275,37.206
Kismet,KS,Seward County,-100.703,37.206
Mound Valley,KS,Labette County,-95.406,37.206
Haysi,VA,Dickenson County,-82.294,37.206
Parrott,VA,Pulaski County,-80.615,37.205
Towaoc,CO,Montezuma County,-108.731,37.204
Protection,KS,Comanche County,-99.485,37.202
San Luis,CO,Costilla County,-105.425,37.201
Greenville,KY,Muhlenberg County,-87.179,37.201
Starkey,VA,Roanoke County,-79.998,37.201
Virgin,UT,Washington County,-113.192,37.2
Dunnville,KY,Casey County,-85.01,37.2
Freeport,KS,Harper County,-97.858,37.199
Mavisdale,VA,Buchanan County,-82.008,37.199
Seaford,VA,York County,-76.432,37.198
Delta,MO,Cape Girardeau County,-89.737,37.197
Sutherland,VA,Dinwiddie County,-77.559,37.196
Avilla,MO,Jasper County,-94.13,37.195
Halltown,MO,Lawrence County,-93.626,37.193
Brownsville,KY,Edmonson County,-86.268,37.193
Altamont,KS,Labette County,-95.298,37.191
Nortonville,KY,Hopkins County,-87.453,37.191
Amonate,VA,Tazewell County,-81.638,37.191
Ashland,KS,Clark County,-99.766,37.189
Madisonville,VA,Charlotte County,-78.689,37.189
Patterson,MO,Wayne County,-90.551,37.188
Mammoth Cave,KY,Edmonson County,-86.103,37.188
Burkeville,VA,Nottoway County,-78.201,37.188
Pierce,KY,Green County,-85.608,37.186
Thousandsticks,KY,Leslie County,-83.429,37.185
Jewell Ridge,VA,Tazewell County,-81.788,37.185
Shivwits,UT,Washington County,-113.756,37.184
Woodbury,KY,Butler County,-86.634,37.183
Viper,KY,Perry County,-83.148,37.183
Moneta,VA,Bedford County,-79.617,37.182
Olmsted,IL,Pulaski County,-89.089,37.181
Cane Valley,KY,Adair County,-85.32,37.181
Sherwin,KS,Cherokee County,-94.948,37.18
Chaffee,MO,Scott County,-89.655,37.18
Summersville,MO,Texas County,-91.657,37.179
Horse Cave,KY,Hart County,-85.907,37.179
Edler,CO,Baca County,-102.781,37.177
Dexter,KS,Cowley County,-96.715,37.177
Carl Junction,MO,Jasper County,-94.566,37.177
Carthage,MO,Jasper County,-94.311,37.177
Science Hill,KY,Pulaski County,-84.636,37.177
Silva,MO,Wayne County,-90.464,37.176
Hurricane,UT,Washington County,-113.291,37.175
Hugoton,KS,Stevens County,-101.35,37.175
Sitka,KS,Clark County,-99.652,37.175
Perth,KS,Sumner County,-97.506,37.175
Manassa,CO,Conejos County,-105.939,37.174
Jenkins,KY,Letcher County,-82.631,37.174
Crewe,VA,Nottoway County,-78.123,37.174
Trinidad,CO,Las Animas County,-104.508,37.173
Tiline,KY,Livingston County,-88.244,37.173
Romeo,CO,Conejos County,-105.987,37.172
Columbus,KS,Cherokee County,-94.845,37.17
Oxford,CO,La Plata County,-107.716,37.169
Olive Branch,IL,Alexander County,-89.352,37.169
Shawsville,VA,Montgomery County,-80.255,37.169
Ivins,UT,Washington County,-113.681,37.168
Oswego,KS,Labette County,-95.111,37.168
Dawson Springs,KY,Hopkins County,-87.692,37.168
Millstone,KY,Letcher County,-82.752,37.168
Hackney,KS,Cowley County,-97.024,37.167
Spring Grove,VA,Surry County,-76.973,37.166
Big Pine,CA,Inyo County,-118.292,37.165
Vigil,CO,Las Animas County,-104.952,37.165
Huntsville,KY,Butler County,-86.882,37.164
Gladys,VA,Campbell County,-79.073,37.163
Chama,CO,Costilla County,-105.38,37.162
Clinchco,VA,Dickenson County,-82.36,37.162
Rockville,UT,Washington County,-113.039,37.161
Hyden,KY,Leslie County,-83.373,37.161
San Pedro,CO,Costilla County,-105.403,37.16
Jansen,CO,Las Animas County,-104.541,37.16
Belton,KY,Muhlenberg County,-87.029,37.16
Commerce,MO,Scott County,-89.443,37.159
Shopville,KY,Pulaski County,-84.48,37.159
Rome,KS,Sumner County,-97.386,37.158
Fordland,MO,Webster County,-92.941,37.157
Crider,KY,Caldwell County,-87.975,37.157
Liberty,KS,Montgomery County,-95.595,37.156
Bernstadt,KY,Laurel County,-84.195,37.156
Piedmont,MO,Wayne County,-90.696,37.154
Manchester,KY,Clay County,-83.762,37.154
Anthony,KS,Harper County,-98.032,37.153
Stonewall,CO,Las Animas County,-105.019,37.152
Bastian,VA,Bland County,-81.15,37.152
Eminence,MO,Shannon County,-91.358,37.151
Metropolis,IL,Massac County,-88.732,37.151
Clintwood,VA,Dickenson County,-82.456,37.15
San Pablo,CO,Costilla County,-105.398,37.149
Mexican Hat,UT,San Juan County,-109.862,37.148
Mechanicsburg,VA,Bland County,-80.941,37.148
Seymour,MO,Webster County,-92.769,37.147
Lynch Station,VA,Campbell County,-79.301,37.147
Webb City,MO,Jasper County,-94.463,37.146
Bandana,KY,Ballard County,-88.946,37.146
Zalma,MO,Bollinger County,-90.076,37.145
Letcher,KY,Letcher County,-82.959,37.145
Kline,CO,La Plata County,-108.121,37.144
Poquoson,VA,Poquoson City,-76.392,37.141
Wilsons,VA,Dinwiddie County,-77.865,37.14
Hamletsburg,IL,Pope County,-88.432,37.139
Smithland,KY,Livingston County,-88.404,37.139
Surry,VA,Surry County,-76.835,37.138
Sopris,CO,Las Animas County,-104.572,37.137
Galloway,MO,Greene County,-93.238,37.137
Cave City,KY,Barren County,-85.957,37.137
El Nido,CA,Merced County,-120.494,37.135
Weston,CO,Las Animas County,-104.851,37.135
Cornettsville,KY,Perry County,-83.077,37.134
Santa Clara,UT,Washington County,-113.655,37.133
Radford,VA,Radford City,-80.576,37.132
Mountain Grove,MO,Wright County,-92.264,37.131
Morgan Hill,CA,Santa Clara County,-121.656,37.13
Washington,UT,Washington County,-113.51,37.13
Valdez,CO,Las Animas County,-104.703,37.13
Christiansburg,VA,Montgomery County,-80.408,37.13
Segundo,CO,Las Animas County,-104.756,37.129
London,KY,Laurel County,-84.083,37.129
Nottoway,VA,Nottoway County,-78.077,37.129
O'Neals,CA,Madera County,-119.696,37.128
Mannington,KY,Hopkins County,-87.488,37.128
Corbin,KS,Sumner County,-97.545,37.127
Sedan,KS,Chautauqua County,-96.187,37.127
Greenville,MO,Wayne County,-90.451,37.127
Cains Store,KY,Pulaski County,-84.84,37.127
Boulder Creek,CA,Santa Cruz County,-122.124,37.126
Wayside,KS,Montgomery County,-95.874,37.125
Disputanta,VA,Prince George County,-77.225,37.125
Cabool,MO,Texas County,-92.102,37.124
Brookport,IL,Massac County,-88.63,37.124
Pound,VA,Wise County,-82.601,37.124
Chowchilla,CA,Madera County,-120.262,37.123
Weir,KY,Muhlenberg County,-87.213,37.123
Milltown,KY,Adair County,-85.408,37.123
Rolla,KS,Morton County,-101.633,37.12
Republic,MO,Greene County,-93.481,37.12
Whitesburg,KY,Letcher County,-82.827,37.119
Cullen,VA,Charlotte County,-78.648,37.118
Chesapeake,MO,Lawrence County,-93.682,37.117
Rogersville,MO,Webster County,-93.056,37.117
Boones Mill,VA,Franklin County,-79.955,37.117
Reeds,MO,Jasper County,-94.166,37.116
Ignacio,CO,La Plata County,-107.634,37.115
Tazewell,VA,Tazewell County,-81.519,37.115
Geuda Springs,KS,Sumner County,-97.15,37.114
Mounds,IL,Pulaski County,-89.198,37.114
Garlin,KY,Adair County,-85.252,37.114
Red Ash,VA,Tazewell County,-81.87,37.114
Wauneta,KS,Chautauqua County,-96.381,37.113
Jefferson,KS,Montgomery County,-95.762,37.113
Carp,NV,Lincoln County,-114.494,37.112
Marvel,CO,La Plata County,-108.128,37.112
Altavista,VA,Campbell County,-79.285,37.112
Miller City,IL,Alexander County,-89.357,37.111
Princeton,KY,Caldwell County,-87.882,37.109
Norwood,MO,Wright County,-92.415,37.108
Mansfield,MO,Wright County,-92.581,37.107
Angola,KS,Labette County,-95.45,37.106
Dublin,VA,Pulaski County,-80.685,37.106
Naruna,VA,Campbell County,-79.002,37.106
Advance,MO,Stoddard County,-89.911,37.105
Richardsville,KY,Warren County,-86.471,37.105
Campo,CO,Baca County,-102.58,37.104
Cedar Vale,KS,Chautauqua County,-96.501,37.104
Mount Vernon,MO,Lawrence County,-93.819,37.104
Meherrin,VA,Lunenburg County,-78.366,37.104
Saint George,UT,Washington County,-113.579,37.103
Columbia,KY,Adair County,-85.306,37.103
McClure,VA,Dickenson County,-82.376,37.103
Bland,VA,Bland County,-81.116,37.102
Faulkner,KS,Cherokee County,-95.012,37.101
Hiseville,KY,Barren County,-85.813,37.101
Atlas,MO,Jasper County,-94.389,37.099
Mesita,CO,Costilla County,-105.602,37.098
Neutral,KS,Cherokee County,-94.796,37.098
Benton,MO,Scott County,-89.563,37.098
Burkes Garden,VA,Tazewell County,-81.341,37.098
Volta,CA,Merced County,-120.928,37.097
Eddyville,KY,Lyon County,-88.08,37.095
Redmesa,CO,La Plata County,-108.172,37.094
Park City,KY,Barren County,-86.046,37.094
Richlands,VA,Tazewell County,-81.794,37.093
Conejos,CO,Conejos County,-106.021,37.092
Havana,KS,Montgomery County,-95.942,37.092
Somerset,KY,Pulaski County,-84.604,37.092
Cedar Bluff,VA,Tazewell County,-81.759,37.091
Hazelton,KS,Barber County,-98.399,37.09
Sugar Grove,KY,Butler County,-86.665,37.09
Lake,KY,Laurel County,-83.886,37.09
Ben Lomond,CA,Santa Cruz County,-122.088,37.089
Peru,KS,Chautauqua County,-96.095,37.089
Cedar Bluff,KY,Caldwell County,-87.845,37.089
Heath,KY,McCracken County,-88.79,37.087
San Martin,CA,Santa Clara County,-121.612,37.085
Oran,MO,Scott County,-89.655,37.085
Mound City,IL,Pulaski County,-89.163,37.085
Aetna,KS,Barber County,-98.964,37.084
Corwin,KS,Harper County,-98.305,37.084
Joplin,MO,Jasper County,-94.514,37.084
Ashton,KS,Sumner County,-97.239,37.083
Paducah,KY,McCracken County,-88.6,37.083
Antonito,CO,Conejos County,-106.013,37.081
Brownwood,MO,Stoddard County,-89.954,37.081
Blackstone,VA,Nottoway County,-77.996,37.081
Indian Village,KS,Montgomery County,-95.657,37.08
Phenix,VA,Charlotte County,-78.747,37.08
Slemp,KY,Perry County,-83.111,37.079
Big Water,UT,Kane County,-111.666,37.078
Portland,KS,Sumner County,-97.313,37.078
Knob Lick,KY,Metcalfe County,-85.694,37.078
Hoskinston,KY,Leslie County,-83.391,37.078
Dinwiddie,VA,Dinwiddie County,-77.586,37.078
Bluff City,KS,Harper County,-97.876,37.077
La Center,KY,Ballard County,-88.974,37.077
Galena,KS,Cherokee County,-94.64,37.076
Riverton,KS,Cherokee County,-94.705,37.075
Leeper,MO,Wayne County,-90.708,37.075
McGee,MO,Wayne County,-90.196,37.075
Dunmor,KY,Muhlenberg County,-86.996,37.074
Nancy,KY,Pulaski County,-84.748,37.072
Sarcoxie,MO,Jasper County,-94.117,37.07
Hoberg,MO,Lawrence County,-93.849,37.07
Bondad,CO,La Plata County,-107.869,37.068
Billings,MO,Christian County,-93.553,37.068
Riner,VA,Montgomery County,-80.44,37.067
Rushmere,VA,Isle of Wight County,-76.676,37.067
Gradyville,KY,Adair County,-85.423,37.064
Pineridge,CA,Fresno County,-119.363,37.063
Mogote,CO,Conejos County,-106.095,37.062
Arkansas City,KS,Cowley County,-97.039,37.062
Edna,KS,Labette County,-95.36,37.06
Kuttawa,KY,Lyon County,-88.132,37.059
Los Banos,CA,Merced County,-120.852,37.058
Charlotte Court House,VA,Charlotte County,-78.638,37.057
Russell Springs,KY,Russell County,-85.089,37.056
Bartlett,KS,Labette County,-95.212,37.055
Eolia,KY,Letcher County,-82.791,37.054
Smiths Grove,KY,Warren County,-86.207,37.053
South Haven,KS,Sumner County,-97.406,37.052
Barlow,KY,Ballard County,-89.047,37.052
Brookneal,VA,Campbell County,-78.943,37.05
Kanab,UT,Kane County,-112.528,37.048
Crofton,KY,Christian County,-87.485,37.048
Pulaski,VA,Pulaski County,-80.779,37.048
Elihu,KY,Pulaski County,-84.592,37.047
Dendron,VA,Surry County,-76.935,37.046
Pagosa Junction,CO,Archuleta County,-107.199,37.045
Morley,MO,Scott County,-89.611,37.044
Liberal,KS,Seward County,-100.922,37.043
Nixa,MO,Christian County,-93.295,37.043
Trinchera,CO,Las Animas County,-104.049,37.042
Silverdale,KS,Cowley County,-96.904,37.042
Hewins,KS,Chautauqua County,-96.409,37.041
Keysville,VA,Charlotte County,-78.483,37.041
Berenda,CA,Madera County,-120.156,37.04
DeWitt,VA,Dinwiddie County,-77.643,37.039
Englewood,KS,Clark County,-99.984,37.038
Tyro,KS,Montgomery County,-95.822,37.038
Coffeyville,KS,Montgomery County,-95.617,37.038
Simpsons,VA,Floyd County,-80.204,37.038
Chetopa,KS,Labette County,-95.091,37.037
Chromo,CO,Archuleta County,-106.831,37.036
Lone Oak,KY,Floyd County,-88.665,37.036
Waverly,VA,Sussex County,-77.095,37.036
Calvert City,KY,Marshall County,-88.35,37.034
Tiffany,CO,La Plata County,-107.539,37.033
Leatherwood,KY,Perry County,-83.172,37.033
Caldwell,KS,Sumner County,-97.607,37.032
Melrose,KS,Cherokee County,-94.959,37.031
Clever,MO,Christian County,-93.474,37.031
Hampton,VA,Hampton City,-76.345,37.03
Baxter Springs,KS,Cherokee County,-94.738,37.025
Allison,CO,La Plata County,-107.489,37.024
Bell City,MO,Stoddard County,-89.82,37.024
San Antonio,CO,Conejos County,-106.016,37.023
Chautauqua,KS,Chautauqua County,-96.177,37.021
Ozark,MO,Christian County,-93.207,37.021
Tollhouse,CA,Fresno County,-119.401,37.019
Branson,CO,Las Animas County,-103.886,37.018
Freistatt,MO,Lawrence County,-93.898,37.018
Kiowa,KS,Barber County,-98.486,37.017
Reidland,KY,Floyd County,-88.532,37.017
Honaker,VA,Russell County,-81.974,37.016
Trammel,VA,Dickenson County,-82.293,37.015
Hardtner,KS,Barber County,-98.65,37.014
Davenport,CA,Santa Cruz County,-122.194,37.012
Caney,KS,Montgomery County,-95.936,37.012
Winona,MO,Shannon County,-91.324,37.01
Kirkmansville,KY,Todd County,-87.243,37.01
Elkhart,KS,Morton County,-101.891,37.008
Pardee,VA,Wise County,-82.752,37.007
Gilroy,CA,Santa Clara County,-121.57,37.006
Hunnewell,KS,Sumner County,-97.405,37.005
Elgin,KS,Chautauqua County,-96.277,37.005
Cairo,IL,Alexander County,-89.18,37.005
Fletcher,KY,Laurel County,-83.97,37.005
Garcia,CO,Costilla County,-105.539,37.004
Blodgett,MO,Scott County,-89.527,37.004
Keavy,KY,Laurel County,-84.161,37.004
Jaroso,CO,Costilla County,-105.625,37.003
Marionville,MO,Lawrence County,-93.638,37.003
Mozelle,KY,Leslie County,-83.398,37.003
Treece,KS,Cherokee County,-94.844,37.001
Sparta,MO,Christian County,-93.082,37.001
Rocky Mount,VA,Franklin County,-79.892,36.998
Diamond,MO,Newton County,-94.316,36.996
Mountain View,MO,Howell County,-91.704,36.996
Van Buren,MO,Carter County,-91.015,36.996
Glasgow,KY,Barren County,-85.912,36.996
South Coffeyville,OK,Nowata County,-95.621,36.995
Clifty,KY,Todd County,-87.148,36.995
Victoria,VA,Lunenburg County,-78.227,36.995
Manchester,OK,Grant County,-98.038,36.994
Wentworth,MO,Newton County,-94.075,36.993
Willow Springs,MO,Howell County,-91.97,36.993
Birch Tree,MO,Shannon County,-91.493,36.991
Vanduser,MO,Scott County,-89.686,36.991
Bowling Green,KY,Warren County,-86.444,36.991
Colorado City,AZ,Mohave County,-112.977,36.99
Cobb,KY,Caldwell County,-87.779,36.99
Chilocco,OK,Kay County,-97.07,36.989
Burnside,KY,Pulaski County,-84.6,36.989
Soquel,CA,Santa Cruz County,-121.959,36.988
Corralitos,CA,Santa Cruz County,-121.808,36.988
Friant,CA,Fresno County,-119.714,36.988
Los Pinos,NM,Rio Arriba County,-106.066,36.988
Fount,KY,Knox County,-83.828,36.988
Picher,OK,Ottawa County,-94.831,36.987
Lewisburg,KY,Logan County,-86.947,36.987
McKenney,VA,Dinwiddie County,-77.722,36.987
Dos Palos,CA,Merced County,-120.629,36.986
Lamasco,KY,Lyon County,-87.936,36.986
Costilla,NM,Taos County,-105.53,36.985
Jamestown,KY,Russell County,-85.063,36.985
Penhook,VA,Franklin County,-79.628,36.983
Smithfield,VA,Isle of Wight County,-76.63,36.983
Edmonton,KY,Metcalfe County,-85.612,36.98
Dante,VA,Russell County,-82.297,36.979
Newport News,VA,Newport News City,-76.428,36.979
Cumberland,KY,Harlan County,-82.988,36.978
Aptos,CA,Santa Cruz County,-121.901,36.977
Wise,VA,Wise County,-82.576,36.976
Santa Cruz,CA,Santa Cruz County,-122.033,36.974
Cardin,OK,Ottawa County,-94.854,36.973
Freemont,KY,McCracken County,-88.612,36.973
Hardy,OK,Kay County,-96.799,36.971
Aurora,MO,Lawrence County,-93.718,36.971
Williamsville,MO,Wayne County,-90.55,36.971
Kelly,KY,Christian County,-87.477,36.971
Max Meadows,VA,Wythe County,-80.949,36.971
Vanzant,MO,Douglas County,-92.303,36.97
Sharpe,KY,Marshall County,-88.458,36.969
Hiwassee,VA,Pulaski County,-80.714,36.969
Wakefield,VA,Sussex County,-76.989,36.969
Mexican Water,AZ,Apache County,-109.639,36.967
Lynch,KY,Harlan County,-82.922,36.966
Wickliffe,KY,Ballard County,-89.089,36.965
Hargis,KY,Pulaski County,-84.49,36.965
South Dos Palos,CA,Merced County,-120.655,36.964
Kenbridge,VA,Lunenburg County,-78.124,36.962
Madera,CA,Madera County,-120.063,36.961
Lunenburg,VA,Lunenburg County,-78.265,36.961
Cerulean,KY,Trigg County,-87.71,36.96
Diehlstadt,MO,Scott County,-89.431,36.958
Tyrone,OK,Texas County,-101.067,36.954
Helton,KY,Leslie County,-83.391,36.954
Gretna,VA,Pittsylvania County,-79.358,36.954
Stonega,VA,Wise County,-82.791,36.953
Ava,MO,Douglas County,-92.661,36.952
Fremont,MO,Carter County,-91.164,36.952
Kent,VA,Wythe County,-81.019,36.952
Quapaw,OK,Ottawa County,-94.791,36.951
Puxico,MO,Stoddard County,-90.159,36.95
Gasper,KY,Logan County,-86.742,36.95
Corbin,KY,Whitley County,-84.096,36.949
Wytheville,VA,Wythe County,-81.085,36.949
Stony Creek,VA,Sussex County,-77.4,36.948
Cane Beds,AZ,Mohave County,-112.897,36.946
Fredonia,AZ,Mohave County,-112.529,36.946
Cundiff,KY,Adair County,-85.255,36.945
Totz,KY,Harlan County,-83.117,36.945
Pierce City,MO,Lawrence County,-94.005,36.944
Coeburn,VA,Wise County,-82.464,36.944
Cleveland,VA,Russell County,-82.151,36.944
Gray,KY,Knox County,-84.008,36.943
Mount Airy,VA,Pittsylvania County,-79.192,36.943
Memphis Junction,KY,Warren County,-86.489,36.942
Cedar Hill,NM,San Juan County,-107.889,36.94
Volens,VA,Halifax County,-79.012,36.936
Freedom,CA,Santa Cruz County,-121.775,36.935
Nathalie,VA,Halifax County,-78.947,36.935
Commerce,OK,Ottawa County,-94.873,36.934
Ellsinore,MO,Carter County,-90.747,36.934
Highlandville,MO,Christian County,-93.281,36.933
Norton,VA,Norton City,-82.629,36.933
Lumberton,NM,Rio Arriba County,-106.935,36.932
Hurley,MO,Stone County,-93.499,36.932
Chadwick,MO,Christian County,-93.057,36.93
Saxe,VA,Charlotte County,-78.663,36.93
Hulah,OK,Osage County,-96.036,36.929
Monett,MO,Barry County,-93.928,36.929
Allegre,KY,Todd County,-87.217,36.929
Laplata,NM,San Juan County,-108.194,36.928
Erose,KY,Knox County,-83.619,36.928
Broadford,VA,Smyth County,-81.672,36.928
Epleys,KY,Logan County,-86.939,36.927
Renfrow,OK,Grant County,-97.657,36.926
Braman,OK,Kay County,-97.334,36.924
Ferrum,VA,Franklin County,-80.013,36.923
Charleston,MO,Mississippi County,-89.351,36.921
Symsonia,KY,Graves County,-88.52,36.92
Granby,MO,Newton County,-94.256,36.919
Fort Mitchell,VA,Lunenburg County,-78.486,36.919
Wann,OK,Nowata County,-95.805,36.916
Sussex,VA,Sussex County,-77.278,36.916
Dundas,VA,Lunenburg County,-78.021,36.915
Floyd,VA,Floyd County,-80.319,36.911
Watsonville,CA,Santa Cruz County,-121.759,36.91
Moccasin,AZ,Mohave County,-112.76,36.91
Baileys Switch,KY,Knox County,-83.904,36.91
Bertrand,MO,Mississippi County,-89.453,36.909
Wyatt,MO,Mississippi County,-89.223,36.909
Page,AZ,Coconino County,-111.475,36.908
Teec Nos Pos,AZ,Apache County,-109.102,36.908
Monero,NM,Rio Arriba County,-106.863,36.908
Isle of Wight,VA,Isle of Wight County,-76.707,36.908
Beatty,NV,Nye County,-116.757,36.907
Forgan,OK,Beaver County,-100.54,36.907
Appalachia,VA,Wise County,-82.782,36.907
Crane,MO,Stone County,-93.572,36.906
Trimmer,CA,Fresno County,-119.298,36.905
Woodbine,KY,Whitley County,-84.089,36.905
Putney,KY,Harlan County,-83.226,36.905
Saint Paul,VA,Wise County,-82.311,36.905
Briensburg,KY,Marshall County,-88.324,36.904
Closplint,KY,Harlan County,-83.069,36.904
Ivor,VA,Southampton County,-76.899,36.904
